Kabupaten/Kota,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Makanan dan Minuman Jadi Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAKANAN DAN MINUMAN JADI,Roti tawar,"Roti manis, roti lainnya","Kue kering, biskuit, semprong","Kue basah (kue lapis, bika ambon, lemper, dsb)","Makanan gorengan (tahu, tempe, bakwan, pisang)",Makanan gorengan,Bubur kacang hijau,"Gado-gado, ketoprak, pecel",Nasi campur/rames,Nasi goreng,Nasi putih,Lontong/ketupat sayur,"Soto, gule, sop, rawon, cincang","Sayur matang (ditumis, disantan, dsb)","Sate, tongseng","Mie bakso, mie rebus, mie goreng",Mie instan,"Makanan ringan anak-anak, krupuk/kripik",Ikan matang,"Ayam/daging matang (ayam goreng, rendang, dsb)","Daging olahan matang (sosis, nugget, daging asap, dsb)",Bubur ayam,"Siomay, batagor",Makanan jadi lainnya,Air kemasan,Air kemasan galon,"Air teh kemasan, minuman bersoda/mengandung CO2","Sari buah kemasan, minuman kesehatan, minuman berenergi","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",Es krim,Es lainnya,Minuman keras
Raja Ampat,0.000,0.279,1.126,0.562,1.368,-,1.759,0.047,0.025,0.398,0.105,0.094,0.002,0.006,0.094,0.019,0.099,0.008,0.221,0.097,0.032,0.025,0.001,0.105,0.010,0.230,0.121,0.197,0.096,0.235,0.045,0.252,0.002
Tambrauw,0.000,0.098,1.274,0.423,0.377,-,0.254,0.006,0.001,0.062,0.004,0.008,0.000,0.005,0.007,0.001,0.016,0.001,0.224,0.009,0.000,0.001,0.000,0.032,0.000,0.005,0.100,0.116,0.137,0.015,0.005,0.116,0.016
Maybrat,0.000,0.081,0.431,0.213,0.596,-,1.673,0.021,0.005,0.258,0.031,0.103,0.001,0.000,0.022,0.001,0.120,0.025,0.245,0.052,0.027,0.007,0.002,0.000,0.005,0.236,0.028,0.054,0.069,0.247,0.022,0.064,0.003
Manokwari Selatan,0.000,0.115,1.160,0.226,0.997,-,2.792,0.120,0.102,0.398,0.089,0.044,0.002,0.035,0.028,0.054,0.299,0.062,0.274,0.028,0.059,0.279,0.004,0.074,0.119,0.354,0.145,0.404,0.182,0.176,0.121,0.282,0.015
Pegunungan Arfak,0.000,0.125,0.825,0.425,0.272,-,1.049,0.002,0.003,0.097,0.003,0.004,0.000,0.000,0.005,0.000,0.016,0.011,0.161,0.002,0.005,0.004,0.000,0.000,0.059,0.131,0.055,0.236,0.145,0.059,0.003,0.014,0.000
Kota Sorong,0.000,0.435,1.606,0.215,1.683,-,1.856,0.056,0.069,1.085,0.195,0.102,0.005,0.034,0.097,0.035,0.276,0.014,0.288,0.117,0.053,0.011,0.067,0.364,0.065,0.445,0.548,0.116,0.125,0.356,0.148,0.508,0.005
Merauke,0.000,0.284,0.690,0.489,2.231,-,2.715,0.063,0.161,0.415,0.129,0.034,0.004,0.037,0.077,0.019,0.395,0.022,0.596,0.055,0.060,0.622,0.025,0.010,0.988,0.732,0.260,0.398,0.164,0.400,0.159,0.143,0.004
Jayawijaya,0.000,0.029,0.202,0.242,0.070,-,1.084,0.007,0.011,0.031,0.050,0.197,0.001,0.003,0.024,0.002,0.070,0.098,0.131,0.038,0.047,0.003,0.001,0.005,0.089,0.116,0.174,0.095,0.015,0.101,0.013,0.002,0.000
Jayapura,0.000,0.414,0.546,0.407,1.290,-,1.504,0.118,0.076,0.248,0.041,0.235,0.031,0.060,0.144,0.022,0.185,0.043,0.159,0.132,0.068,0.016,0.015,0.050,0.057,0.274,0.178,0.090,0.049,0.228,0.053,0.110,0.106
Nabire,0.000,0.496,0.882,0.344,1.090,-,2.117,0.095,0.103,0.627,0.072,0.062,0.005,0.046,0.160,0.015,0.350,0.048,0.469,0.071,0.050,0.194,0.013,0.026,0.854,0.301,0.458,0.406,0.055,0.258,0.061,0.320,0.001
Kepulauan Yapen,0.000,0.213,0.437,0.131,0.867,-,2.247,0.051,0.026,0.201,0.075,0.064,0.024,0.010,0.023,0.017,0.099,0.023,0.118,0.135,0.048,0.008,0.010,0.008,0.439,0.248,0.141,0.180,0.076,0.336,0.045,0.397,0.091
Biak Numfor,0.000,0.985,0.813,0.228,2.423,-,2.278,0.058,0.031,0.204,0.092,0.046,0.009,0.034,0.020,0.015,0.242,0.030,0.234,0.013,0.083,0.048,0.016,0.024,0.086,0.205,0.260,0.123,0.063,0.190,0.057,0.228,0.007
Paniai,0.000,0.087,0.122,0.075,0.268,-,1.136,0.000,0.001,0.033,0.007,0.079,0.000,0.004,0.000,0.003,0.006,0.001,0.001,0.000,0.080,0.001,0.000,0.000,0.000,0.017,0.038,0.083,0.014,0.000,0.000,0.004,0.000
Puncak Jaya,0.000,0.006,0.198,0.279,0.040,-,0.531,0.000,0.003,0.021,0.009,0.020,0.000,0.000,0.000,0.000,0.038,0.001,0.023,0.002,0.003,0.000,0.000,0.000,0.011,0.008,0.003,0.089,0.019,0.156,0.001,0.002,0.000
Mimika,0.000,0.455,1.346,0.210,0.786,-,2.319,0.062,0.102,0.464,0.168,0.056,0.000,0.079,0.024,0.027,0.403,0.035,0.178,0.020,0.036,0.021,0.049,0.019,0.172,0.428,0.517,0.155,0.145,0.104,0.116,0.234,0.000
Boven Digoel,0.000,0.100,0.462,0.229,1.519,-,0.925,0.014,0.035,0.060,0.031,0.064,0.003,0.016,0.086,0.002,0.127,0.005,0.126,0.075,0.049,0.058,0.002,0.040,0.460,0.186,0.115,0.302,0.092,0.093,0.008,0.137,0.001
Mappi,0.000,0.094,0.217,0.286,0.462,-,0.973,0.012,0.007,0.049,0.010,0.029,0.000,0.008,0.015,0.002,0.025,0.006,0.058,0.027,0.021,0.005,0.006,0.000,0.033,0.120,0.052,0.176,0.029,0.041,0.000,0.002,0.000
Asmat,0.000,0.002,0.361,0.568,0.631,-,4.315,0.002,0.023,0.106,0.028,0.013,0.002,0.005,0.024,0.001,0.027,0.021,0.365,0.017,0.006,0.001,0.004,0.002,0.062,0.249,0.000,0.396,0.355,0.117,0.002,0.012,0.000
Yahukimo,0.000,0.003,0.000,0.131,0.020,-,0.015,0.002,0.006,0.025,0.003,0.000,0.000,0.001,0.000,0.000,0.008,0.000,0.013,0.000,0.000,0.001,0.000,0.006,0.000,0.015,0.026,0.072,0.000,0.021,0.000,0.039,0.000
Pegunungan Bintang,0.000,0.062,0.394,0.589,0.146,-,0.998,0.000,0.003,0.075,0.008,0.065,0.004,0.010,0.059,0.001,0.017,0.100,0.410,0.005,0.014,0.006,0.003,0.000,0.006,0.003,0.012,0.044,0.009,0.259,0.000,0.000,0.000
Tolikara,0.000,0.000,0.047,0.275,0.185,-,0.199,0.000,0.001,0.028,0.000,0.006,0.000,0.000,0.007,0.000,0.012,0.000,0.108,0.002,0.005,0.000,0.000,0.000,0.000,0.043,0.002,0.088,0.021,0.026,0.000,0.000,0.000
Sarmi,0.000,0.269,0.735,0.152,0.681,-,1.638,0.043,0.025,0.275,0.072,0.207,0.000,0.010,0.170,0.003,0.166,0.056,0.219,0.106,0.066,0.034,0.037,0.004,0.076,0.086,0.211,0.185,0.028,0.231,0.050,0.275,0.007
Keerom,0.000,0.158,0.354,0.367,0.938,-,0.647,0.020,0.029,0.046,0.025,0.034,0.007,0.011,0.038,0.013,0.195,0.008,0.038,0.003,0.006,0.032,0.005,0.045,0.154,0.030,0.243,0.149,0.026,0.033,0.018,0.043,0.003
Waropen,0.000,0.217,1.015,0.207,1.766,-,2.898,0.020,0.017,0.037,0.034,0.020,0.006,0.023,0.017,0.008,0.117,0.035,0.143,0.005,0.028,0.004,0.000,0.005,0.031,0.123,0.206,0.290,0.050,0.147,0.010,0.037,0.193
Supiori,0.000,0.044,0.796,0.684,0.929,-,0.743,0.018,0.005,0.207,0.018,0.013,0.000,0.002,0.018,0.010,0.049,0.039,0.248,0.044,0.006,0.000,0.000,0.000,0.009,0.520,0.041,0.165,0.094,0.670,0.015,0.152,0.002
Mamberamo Raya,0.000,0.022,0.397,0.069,0.372,-,0.970,0.013,0.000,0.098,0.004,1.077,0.000,0.000,0.136,0.000,0.009,0.087,0.256,1.150,0.016,0.111,0.000,0.000,0.099,0.001,0.005,0.065,0.027,0.092,0.000,0.001,0.000
Nduga,0.000,0.000,0.005,0.204,0.005,-,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Lanny Jaya,0.000,0.000,0.005,0.916,0.000,-,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.001,0.000,0.000,0.000,0.000
Mamberamo Tengah,0.000,0.000,0.000,0.103,0.000,-,0.003,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.001,0.000,0.000,0.000
Yalimo,0.000,0.005,0.450,0.144,0.290,-,0.855,0.000,0.002,0.091,0.020,0.075,0.000,0.002,0.000,0.004,0.122,0.010,0.132,0.020,0.050,0.000,0.000,0.000,0.000,0.048,0.086,0.027,0.008,0.334,0.025,0.020,0.000
Puncak,0.000,0.000,0.000,0.046,0.143,-,0.939,0.000,0.000,0.000,0.051,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000
Dogiyai,0.000,0.064,0.169,0.108,0.080,-,0.179,0.000,0.005,0.050,0.020,0.069,0.000,0.001,0.011,0.000,0.004,0.036,0.003,0.002,0.014,0.001,0.000,0.000,0.000,0.056,0.005,0.003,0.005,0.061,0.000,0.000,0.000
Intan Jaya,0.000,0.087,0.395,0.150,0.145,-,0.796,0.001,0.000,0.076,0.003,0.027,0.002,0.000,0.000,0.008,0.000,0.002,0.046,0.000,0.024,0.016,0.000,0.000,0.000,0.050,0.000,0.197,0.000,0.033,0.000,0.000,0.000
Deiyai,0.000,0.000,2.693,0.000,0.000,-,1.285,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.418,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Kota Jayapura,0.000,0.414,0.711,0.280,1.494,-,1.380,0.103,0.170,0.897,0.174,0.103,0.020,0.116,0.047,0.072,0.444,0.033,0.192,0.102,0.097,0.144,0.106,0.067,0.072,0.392,0.482,0.193,0.106,0.543,0.108,0.313,0.015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Untuk satuan komoditas yang dimaksud, dapat dilihat pada kuesioner Survei Sosial Ekonomi Nasional (Susenas) Maret Modul Konsumsi dan Pengeluaran. Silahkan klik link di bawah ini
-Kuesioner Modul VSEN21.KP
-Kuesioner Modul VSEN20.KP
-Kuesioner Modul VSEN19.KP
-Kuesioner Modul VSEN18.KP

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source Url: https://www.bps.go.id/indicator/5/2107/3/rata-rata-konsumsi-perkapita-seminggu-menurut-kelompok-makanan-dan-minuman-jadi-per-kabupaten-kota.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Access Time: November 24, 2023, 8:37 pm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
